Label,Total litres of cider[ between 1.3% and 3.4% ABV],Cyfanswm y litrau o seidr[ rhwng 1.3% a 3.4% ABV],
Label,Litres of pure alcohol[ in cider between 1.3% and 3.4% ABV],Litrau o alcohol pur[ mewn seidr rhwng 1.3% a 3.4% ABV],
H3,Cider between 3.5% and 8.4% ABV and sparkling cider between 3.5% and 5.5% ABV (tax type code 322),Seidr rhwng 3.5% ac 8.4% ABV a seidr pefriog rhwng 3.5% a 5.5% ABV (cod y math o dreth: 322),
Label,Total litres of cider[ between 3.5% and 8.4% ABV] and sparkling cider[ between 3.5% and 5.5% ABV],Cyfanswm y litrau o seidr[ rhwng 3.5% ac 8.4% ABV] a seidr pefriog[ rhwng 3.5% a 5.5% ABV],
Label,Litres of pure alcohol[ in cider between 3.5% and 8.4% ABV] and sparkling cider[ between 3.5% and 5.5% ABV]	,Litrau o alcohol pur[ mewn seidr rhwng 3.5% ac 8.4% ABV] a seidr pefriog[ rhwng 3.5% a 5.5% ABV],
H3,Sparkling cider between 5.6% and 8.4% ABV (tax type code 324),Seidr pefriog rhwng 5.6% ac 8.4% ABV (cod y math o dreth: 324),
Label,Total litres of sparkling cider[ between 5.6% and 8.4% ABV],Cyfanswm y litrau o seidr pefriog[ rhwng 5.6% ac 8.4% ABV],
Label,Litres of pure alcohol[ in sparkling cider between 5.6% and 8.4% ABV],Litrau o alcohol pur[ mewn seidr pefriog rhwng 5.6% ac 8.4% ABV],
H2,How much draught cider (reduced rate) do you need to declare?,Faint o seidr o’r gasgen (cyfradd is) y mae angen i chi ei ddatgan?,
H3,Cider between 1.3% and 3.4% ABV (tax type code 352),Seidr rhwng 1.3% a 3.4% ABV (cod y math o dreth: 352),
Label,Total litres of cider[ between 1.3% and 3.4%],Cyfanswm y litrau o seidr[ rhwng 1.3% a 3.4%],
Label,Litres of pure alcohol[ in cider between 1.3% and 3.4% ABV],Litrau o alcohol pur[ mewn seidr rhwng 1.3% a 3.4% ABV],
H3,Cider between 3.5% and 8.4% ABV and sparkling cider between 3.5% and 5.5% ABV (tax type code 357),Seidr rhwng 3.5% ac 8.4% ABV a seidr pefriog rhwng 3.5% a 5.5% ABV (cod y math o dreth: 357),
Label,Total litres of cider[ between 3.5% and 8.4% ABV] and sparkling cider[ between 3.5% and 5.5% ABV],Cyfanswm y litrau o seidr[ rhwng 3.5% ac 8.4% ABV] a seidr pefriog[ rhwng 3.5% a 5.5% ABV],
Label,Litres of pure alcohol[ in cider between 3.5% and 8.4% ABV] and sparkling cider[ between 3.5% and 5.5% ABV],Litrau o alcohol pur[ mewn seidr rhwng 3.5% ac 8.4% ABV] a seidr pefriog[ rhwng 3.5% a 5.5% ABV],
H3,Sparkling cider between 5.6% and 8.4% ABV (tax type code 359),Seidr pefriog rhwng 5.6% ac 8.4% ABV (cod y math o dreth: 359),
Label,Total litres of sparkling cider[ between 5.6% and 8.4% ABV],Cyfanswm y litrau o seidr pefriog[ rhwng 5.6% ac 8.4% ABV],
Label,Litres of pure alcohol[ in sparkling cider between 5.6% and 8.4% ABV],Litrau o alcohol pur[ mewn seidr pefriog rhwng 5.6% ac 8.4% ABV],
Validation,Enter the total litres of [cider],Nodwch gyfanswm y litrau o [seidr],
Validation,Litres of [cider] must be a number,Mae’n rhaid i’r litrau o [seidr] fod yn rhif,
Validation,Litres of [cider] must be less than 1 billion ,Mae’n rhaid i’r litrau o [seidr] fod yn llai nag 1 biliwn,
Validation,Litres of [cider] must be more than 0.00,Mae’n rhaid i’r litrau o [seidr] fod yn fwy na 0.00,
Validation,Litres of [cider] must be a number to 2 decimal places,Mae’n rhaid i’r litrau o [seidr] fod yn rhif sy’n cynnwys 2 le degol,
Validation,Enter the litres of pure alcohol in [cider],Nodwch y litrau o alcohol pur sydd yn y [seidr],
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
C3. If you have more than one Small Producer Relief duty rate,,,
P,"You may need to declare cider with more than one Small Producer Relief duty rate for the same type of cider, for example:",Efallai y bydd angen i chi ddatgan seidr sydd â mwy nag un gyfradd doll yn sgil Rhyddhad i Gynhyrchwyr Bach ar gyfer yr un math o seidr – er enghraifft os yw un o’r canlynol yn wir:,
P,"If you have more than one Small Producer Relief duty rate for the same type of cider you will need to input them individually. For each duty rate we need to know the the total amount produced, the litres of pure alcohol and the applicable duty rate.","Os oes gennych fwy nag un gyfradd doll yn sgil Rhyddhad i Gynhyrchwyr Bach ar gyfer yr un math o seidr, bydd angen i chi eu nodi ar wahân. Ar gyfer pob cyfradd doll, mae angen i ni wybod y cyfanswm a gynhyrchwyd, y litrau o alcohol pur a’r gyfradd doll sy’n berthnasol.","You might like to change ""the the"" to ""the"" in the English version."
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
C3a. Tell us about cider that is eligible for Small Producer Relief (one SPR rate),,,
Title/H1,Tell us about the cider that is eligible for Small Producer Relief,Rhoi gwybod i ni am y seidr sy’n gymwys ar gyfer Rhyddhad i Gynhyrchwyr Bach,
P,"Tell us about the cider you need to declare that is eligible for Small Producer Relief, and the pure alcohol in that cider at the following Alcohol by Volume (ABV) strengths.","Rhowch wybod i ni am y seidr y mae angen i chi ei ddatgan sy’n gymwys ar gyfer Rhyddhad i Gynhyrchwyr Bach, ac am yr alcohol pur yn y seidr hwnnw, ar draws y bandiau cryfder Alcohol yn ôl Cyfaint (ABV) canlynol.",
H2,How much non-draught cider that is eligible for Small Producer Relief do you need to declare?,"Faint o seidr nad yw’n dod o’r gasgen, sy’n gymwys ar gyfer Rhyddhad i Gynhyrchwyr Bach, y mae angen i chi ei ddatgan?",
Label,Your Small Producer Relief Duty rate for this cider,Eich cyfradd doll yn sgil Rhyddhad i Gynhyrchwyr Bach ar gyfer y seidr hwn,
H2,How much draught cider that is eligible for Small Producer Relief do you need to declare?,"Faint o seidr o’r gasgen, sy’n gymwys ar gyfer Rhyddhad i Gynhyrchwyr Bach, y mae angen i chi ei ddatgan?",
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
C3b. Tell us about cider that is eligible for Small Producer Relief (more than one SPR rate),,,
Title/H1,Tell us about the cider you need to declare that is eligible for Small Producer Relief,Rhoi gwybod i ni am y seidr y mae angen i chi ei ddatgan sy’n gymwys ar gyfer Rhyddhad i Gynhyrchwyr Bach,
P,For each cider you need to declare that is eligible for Small Producer Relief you need to tell us the total volume and the pure alcohol in that cider at the following Alcohol by Volume (ABV) strengths.,"Ar gyfer pob seidr y mae angen i chi ei ddatgan sy’n gymwys ar gyfer Rhyddhad i Gynhyrchwyr Bach, mae angen i chi roi gwybod i ni beth yw cyfanswm y cyfaint, a faint o alcohol pur sydd yn y seidr hwnnw, ar draws y bandiau cryfder Alcohol yn ôl Cyfaint (ABV) canlynol.",
Warning,If you have more than one duty rate for cider in the same ABV range enter them one at a time.,"Os oes gennych fwy nag un gyfradd doll ar gyfer seidr sydd yn yr un ystod ABV, nodwch nhw un ar y tro.",
H2,What type of cider do you need to declare?,Pa fath o seidr y mae angen i chi ei ddatgan?,
Radio,Non-draught cider between 1.3% and 3.4% ABV (362 SPR),Seidr nad yw’n dod o’r gasgen rhwng 1.3% a 3.4% ABV (362 SPR),Has SPR been defined earlier in the service?
Radio,Non-draught cider between 3.5% and 8.4% ABV and sparkling cider between 3.5% and 5.5% ABV (367 SPR),Seidr nad yw’n dod o’r gasgen rhwng 3.5% ac 8.4% ABV a seidr pefriog rhwng 3.5% a 5.5% ABV (367 SPR),
Radio,Non-draught sparkling cider between 5.6% and 8.4% ABV (369 SPR),Seidr pefriog nad yw’n dod o’r gasgen rhwng 5.6% ac 8.4% ABV (369 SPR),
Radio,Draught cider between 1.3% and 3.4% ABV (372 SPR),Seidr o’r gasgen rhwng 1.3% a 3.4% ABV (372 SPR),
Radio,Draught cider between 3.5% and 8.4% ABV and sparkling cider between 3.5% and 5.5% ABV (377 SPR),Seidr o’r gasgen rhwng 3.5% ac 8.4% ABV a seidr pefriog rhwng 3.5% a 5.5% ABV (377 SPR),
Radio,Draught sparkling cider between 5.6% and 8.4% ABV (379 SPR),Seidr pefriog o’r gasgen rhwng 5.6% ac 8.4% ABV (379 SPR),
H2,How much of this cider do you need to declare?,Faint o’r seidr hwn y mae angen i chi ei ddatgan?,
Label,Total litres of this cider,Cyfanswm y litrau o’r seidr hwn,
Label,Litres of pure alcohol[ in this cider],Litrau o alcohol pur[ yn y seidr hwn],
Label,Your Small Producer Relief Duty rate for this cider,Eich cyfradd doll yn sgil Rhyddhad i Gynhyrchwyr Bach ar gyfer y seidr hwn,
Validation,Select the type of [cider],Dewiswch y math o [seidr],
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
C3d. Cider with multiple rates Check your Answers,,,
Row heading,Total cider,Cyfanswm y seidr,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
C3c. Cider with Small Producer Relief duty to declare,,,
Title/H1,Cider with Small Producer Relief duty to declare,"Seidr i’w ddatgan, sydd â tholl yn sgil Rhyddhad i Gynhyrchwyr Bach",
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
C4. Check your answers,,,
Card heading,Cider to declare,Seidr i’w ddatgan,
Row heading,Selected Cider to declare,Seidr a ddewiswyd i’w ddatgan,
List item,Non-draught cider between 1.3% and 3.4% ABV (312),Seidr nad yw’n dod o’r gasgen rhwng 1.3% a 3.4% ABV (312),
List item,Non-draught cider between 3.5% and 8.4% ABV and sparkling cider between 3.5% and 5.5% ABV (322),Seidr nad yw’n dod o’r gasgen rhwng 3.5% ac 8.4% ABV a seidr pefriog rhwng 3.5% a 5.5% ABV (322),
List item,Non-draught sparkling cider between 5.6% and 8.4% ABV (324),Seidr pefriog nad yw’n dod o’r gasgen rhwng 5.6% ac 8.4% ABV (324),
List item,Draught cider between 1.3% and 3.4% ABV (352),Seidr o’r gasgen rhwng 1.3% a 3.4% ABV (352),
List item,Draught cider between 3.5% and 8.4% ABV and sparkling cider between 3.5% and 5.5% ABV (357),Seidr o’r gasgen rhwng 3.5% ac 8.4% ABV a seidr pefriog rhwng 3.5% a 5.5% ABV (357),
List item,Draught sparkling cider between 5.6% and 8.4% ABV (359),Seidr pefriog o’r gasgen rhwng 5.6% ac 8.4% ABV (359),
List item,Non-draught cider between 1.3% and 3.4% ABV (362 SPR),Seidr nad yw’n dod o’r gasgen rhwng 1.3% a 3.4% ABV (362 SPR),
List item,Non-draught cider between 3.5% and 8.4% ABV and sparkling cider between 3.5% and 5.5% ABV (367 SPR),Seidr nad yw’n dod o’r gasgen rhwng 3.5% ac 8.4% ABV a seidr pefriog rhwng 3.5% a 5.5% ABV (367 SPR),
List item,Non-draught sparkling cider between 5.6% and 8.4% ABV (369 SPR),Seidr pefriog nad yw’n dod o’r gasgen rhwng 5.6% ac 8.4% ABV (369 SPR),
List item,Draught cider between 1.3% and 3.4% ABV (372 SPR),Seidr o’r gasgen rhwng 1.3% a 3.4% ABV (372 SPR),
List item,Draught cider between 3.5% and 8.4% ABV and sparkling cider between 3.5% and 5.5% ABV (377 SPR),Seidr o’r gasgen rhwng 3.5% ac 8.4% ABV a seidr pefriog rhwng 3.5% a 5.5% ABV (377 SPR),
List item,Draught sparkling cider between 5.6% and 8.4% ABV (379 SPR),Seidr pefriog o’r gasgen rhwng 5.6% ac 8.4% ABV (379 SPR),
Card heading,Cider duty,Toll seidr,
Card heading,Cider eligible for Small Producer Relief,Seidr sy’n gymwys ar gyfer Rhyddhad i Gynhyrchwyr Bach,
Card heading,Cider eligible for Small Producer Relief (multiple duty rates),Seidr sy’n gymwys ar gyfer Rhyddhad i Gynhyrchwyr Bach (mwy nag un gyfradd doll),
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
C5. Duty due,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
R2. Remove this [alcohol-lower] entry? (v7),,,
H2,Remove this cider entry?,Tynnu’r cofnod seidr hwn?,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
W1. What (wine) do you need to declare? (v9),,,
Caption,Declare wine,Datgan gwin,
H2,Non-draught wine (standard rate),Gwin nad yw’n dod o’r gasgen (cyfradd safonol),
Checkbox,Wine between 1.3% and 3.4% ABV (tax type code 313),Gwin rhwng 1.3% a 3.4% ABV (cod y math o dreth: 313),
Checkbox,Wine between 3.5% and 8.4% ABV (tax type code 323),Gwin rhwng 3.5% ac 8.4% ABV (cod y math o dreth: 323),
Checkbox,Wine between 8.5% and 22% ABV (tax type code 333),Gwin rhwng 8.5% a 22% ABV (cod y math o dreth: 333),
Checkbox,Wine at or above 22.1% ABV (tax type code 343),Gwin ar 22.1% ABV neu’n uwch (cod y math o dreth: 343),
H2,Draught wine (reduced rate),Gwin o’r gasgen (cyfradd is),
Checkbox,Wine between 1.3% and 3.4% ABV (tax type code 353),Gwin rhwng 1.3% a 3.4% ABV (cod y math o dreth: 353),
Checkbox,Wine between 3.5% and 8.4% ABV (tax type code 358),Gwin rhwng 3.5% ac 8.4% ABV (cod y math o dreth: 358),
H2,Non-draught wine eligible for Small Producer Relief,Gwin nad yw’n dod o’r gasgen sy’n gymwys ar gyfer Rhyddhad i Gynhyrchwyr Bach,
Checkbox,Wine between 1.3% and 3.4% ABV (tax type code 363),Gwin rhwng 1.3% a 3.4% ABV (cod y math o dreth: 363),
Checkbox,Wine between 3.5% and 8.4% ABV (tax type code 368),Gwin rhwng 3.5% ac 8.4% ABV (cod y math o dreth: 368),
H2,Draught wine eligible for Small Producer Relief,Gwin o’r gasgen sy’n gymwys ar gyfer Rhyddhad i Gynhyrchwyr Bach,
Checkbox,Wine between 1.3% and 3.4% ABV (tax type code 373),Gwin rhwng 1.3% a 3.4% ABV (cod y math o dreth: 373),
Checkbox,Wine between 3.5% and 8.4% ABV (tax type code 378),Gwin rhwng 3.5% ac 8.4% ABV (cod y math o dreth: 378),
Validation,Select the [wine] you need to declare,Dewiswch y [gwin] y mae angen i chi ei ddatgan,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
W2. Tell us about the wine you need to declare (v14),,,
Title/H1,Tell us about the wine you need to declare,Rhoi gwybod i ni am y gwin y mae angen i chi ei ddatgan,
P,Tell us about the wine you need to declare and the pure alcohol in that wine at the following Alcohol by Volume (ABV) strengths.,"Rhowch wybod i ni am y gwin y mae angen i chi ei ddatgan a’r alcohol pur yn y gwin hwnnw, ar draws y bandiau cryfder Alcohol yn ôl Cyfaint (ABV) canlynol.",
Warning,We will ask about wine eligible for Small Producer Relief on the next page.,Byddwn yn gofyn ynghylch gwin sy’n gymwys ar gyfer Rhyddhad i Gynhyrchwyr Bach ar y dudalen nesaf.,
H2,How much non-draught wine (standard rate) do you need to declare?,Faint o win nad yw’n dod o’r gasgen (cyfradd safonol) y mae angen i chi ei ddatgan?,
H3,Wine between 1.3% and 3.4% ABV (tax type code 313),Gwin rhwng 1.3% a 3.4% ABV (cod y math o dreth: 313),
Label,Total litres of wine[ between 1.3% and 3.4% ABV],Cyfanswm y litrau o win[ rhwng 1.3% a 3.4% ABV],
Label,Litres of pure alcohol[ in wine between 1.3% and 3.4% ABV],Litrau o alcohol pur[ mewn gwin rhwng 1.3% a 3.4% ABV],
H3,Wine between 3.5% and 8.4% ABV (tax type code 323),Gwin rhwng 3.5% ac 8.4% ABV (cod y math o dreth: 323),
Label,Total litres of wine[ between 3.5% and 8.4% ABV],Cyfanswm y litrau o win[ rhwng 3.5% ac 8.4% ABV],
Label,Litres of pure alcohol[ in wine between 3.5% and 8.4% ABV],Litrau o alcohol pur[ mewn gwin rhwng 3.5% ac 8.4% ABV],
H3,Wine between 8.5% and 22% ABV (tax type code 333),Gwin rhwng 8.5% a 22% ABV (cod y math o dreth: 333),
Label,Total litres of wine[ between 8.5% and 22% ABV],Cyfanswm y litrau o win[ rhwng 8.5% a 22% ABV],
Label,Litres of pure alcohol[ in wine between 8.5% and 22% ABV],Litrau o alcohol pur[ mewn gwin rhwng 8.5% a 22% ABV],
H3,Wine at or above 22.1% ABV (tax type code 343),Gwin ar 22.1% ABV neu’n uwch (cod y math o dreth: 343),
Label,Total litres of wine[ at or above 22.1% ABV],Cyfanswm y litrau o win[ ar 22.1% ABV neu’n uwch],
Label,Litres of pure alcohol[ in wine at or above 22.1% ABV],Litrau o alcohol pur[ mewn gwin ar 22.1% ABV neu’n uwch],
H2,How much draught wine (reduced rate) do you need to declare?,Faint o win o’r gasgen (cyfradd is) y mae angen i chi ei ddatgan?,
H3,Wine between 1.3% and 3.4% ABV (tax type code 353),Gwin rhwng 1.3% a 3.4% ABV (cod y math o dreth: 353),
Label,Total litres of wine[ between 1.3% and 3.4% ABV],Cyfanswm y litrau o win[ rhwng 1.3% a 3.4% ABV],
Label,Litres of pure alcohol[ in wine between 1.3% and 3.4% ABV],Litrau o alcohol pur[ mewn gwin rhwng 1.3% a 3.4% ABV],
H3,Wine between 3.5% and 8.4% ABV (tax type code 358),Gwin rhwng 3.5% ac 8.4% ABV (cod y math o dreth: 358),
Label,Total litres of wine[ between 3.5% and 8.4% ABV],Cyfanswm y litrau o win[ rhwng 3.5% ac 8.4% ABV],
Label,Litres of pure alcohol[ in wine between 3.5% and 8.4% ABV],Litrau o alcohol pur[ mewn gwin rhwng 3.5% ac 8.4% ABV],
Validation,Enter the total litres of [wine],Nodwch gyfanswm y litrau o [win],"Please note that the translation for ""[wine]"" in some instances begins with a different letter compared to where it might appear elsewhere, e.g. row 1123. (I'm not sure whether the square brackets indicate that something else might be substituted here, but if so we'll need to look at these case by case.)"
Validation,Litres of [wine] must be a number,Mae’n rhaid i’r litrau o [win] fod yn rhif,
Validation,Litres of [wine] must be less than 1 billion ,Mae’n rhaid i’r litrau o [win] fod yn llai nag 1 biliwn,
Validation,Litres of [wine] must be more than 0.00,Mae’n rhaid i’r litrau o [win] fod yn fwy na 0.00,
Validation,Litres of [wine] must be a number to 2 decimal places,Mae’n rhaid i’r litrau o [win] fod yn rhif sy’n cynnwys 2 le degol,
Validation,Enter the litres of pure alcohol in [wine],Nodwch y litrau o alcohol pur sydd yn y [gwin],
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
W3. If you have more than one Small Producer Relief duty rate (v10),,,
List item,"You may need to declare wine with more than one Small Producer Relief duty rate for the same type of wine, for example:",Efallai y bydd angen i chi ddatgan gwin sydd â mwy nag un gyfradd doll yn sgil Rhyddhad i Gynhyrchwyr Bach ar gyfer yr un math o win – er enghraifft os yw un o’r canlynol yn wir:,
P,"If you have more than one Small Producer Relief duty rate for the same type of wine you will need to input them individually. For each duty rate we need to know the the total amount produced, the litres of pure alcohol and the applicable duty rate.","Os oes gennych fwy nag un gyfradd doll yn sgil Rhyddhad i Gynhyrchwyr Bach ar gyfer yr un math o win, bydd angen i chi eu nodi ar wahân. Ar gyfer pob cyfradd doll, mae angen i ni wybod y cyfanswm a gynhyrchwyd, y litrau o alcohol pur a’r gyfradd doll sy’n berthnasol.","You might like to change ""the the"" to ""the"" in the English version."
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
W3a. Tell us about wine that is eligible for Small Producer Relief (one SPR rate) (v11),,,
Title/H1,Tell us about the wine that is eligible for Small Producer Relief,Rhoi gwybod i ni am y gwin sy’n gymwys ar gyfer Rhyddhad i Gynhyrchwyr Bach,
P,"Tell us about the wine you need to declare that is eligible for Small Producer Relief, and the pure alcohol in that wine at the following Alcohol by Volume (ABV) strengths.","Rhowch wybod i ni am y gwin y mae angen i chi ei ddatgan sy’n gymwys ar gyfer Rhyddhad i Gynhyrchwyr Bach, ac am yr alcohol pur yn y gwin hwnnw, ar draws y bandiau cryfder Alcohol yn ôl Cyfaint (ABV) canlynol.",
H2,How much non-draught wine that is eligible for Small Producer Relief do you need to declare?,"Faint o win nad yw’n dod o’r gasgen, sy’n gymwys ar gyfer Rhyddhad i Gynhyrchwyr Bach, y mae angen i chi ei ddatgan?",
Label,Your Small Producer Relief Duty rate for this wine,Eich cyfradd doll yn sgil Rhyddhad i Gynhyrchwyr Bach ar gyfer y gwin hwn,
H2,How much draught wine that is eligible for Small Producer Relief do you need to declare?,"Faint o win o’r gasgen, sy’n gymwys ar gyfer Rhyddhad i Gynhyrchwyr Bach, y mae angen i chi ei ddatgan?",
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
W3b. Tell us about wine that is eligible for Small Producer Relief (more than one SPR rate) (v10),,,
Title/H1,Tell us about the wine you need to declare that is eligible for Small Producer Relief,Rhoi gwybod i ni am y gwin y mae angen i chi ei ddatgan sy’n gymwys ar gyfer Rhyddhad i Gynhyrchwyr Bach,
P,For each wine you need to declare that is eligible for Small Producer Relief you need to tell us the total volume and the pure alcohol in that cider at the following Alcohol by Volume (ABV) strengths.,"Ar gyfer pob gwin y mae angen i chi ei ddatgan sy’n gymwys ar gyfer Rhyddhad i Gynhyrchwyr Bach, mae angen i chi roi gwybod i ni beth yw cyfanswm y cyfaint, a faint o alcohol pur sydd yn y gwin hwnnw, ar draws y bandiau cryfder Alcohol yn ôl Cyfaint (ABV) canlynol.","We have translated ""in that wine"" to match the screenshot, instead of ""in that cider""."
Warning,If you have more than one duty rate for wine in the same ABV range enter them one at a time.,"Os oes gennych fwy nag un gyfradd doll ar gyfer gwin sydd yn yr un ystod ABV, nodwch nhw un ar y tro.",
H2,What type of wine do you need to declare?,Pa fath o win y mae angen i chi ei ddatgan?,
Radio,Non-draught wine between 1.3% and 3.4% ABV (363 SPR),Gwin nad yw’n dod o’r gasgen rhwng 1.3% a 3.4% ABV (363 SPR),
Radio,Non-draught wine between 3.5% and 8.4% ABV (368 SPR),Gwin nad yw’n dod o’r gasgen rhwng 3.5% ac 8.4% ABV (368 SPR),
Radio,Draught wine between 1.3% and 3.4% ABV (373 SPR),Gwin o’r gasgen rhwng 1.3% a 3.4% ABV (373 SPR),
Radio,Draught wine between 3.5% and 8.4% ABV (378 SPR),Gwin o’r gasgen rhwng 3.5% ac 8.4% ABV (378 SPR),
H2,How much of this wine do you need to declare?,Faint o’r gwin hwn y mae angen i chi ei ddatgan?,
Label,Total litres of this wine,Cyfanswm y litrau o’r gwin hwn,
Label,Litres of pure alcohol[ in this wine],Litrau o alcohol pur[ yn y gwin hwn],
Label,Your Small Producer Relief Duty rate for this wine,Eich cyfradd doll yn sgil Rhyddhad i Gynhyrchwyr Bach ar gyfer y gwin hwn,
Validation,Select the type of [wine],Dewiswch y math o [win],
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
W3d. Cider with multiple rates Check your Answers,,,
Row heading,Total wine,Cyfanswm y gwin,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
W3c. Wine with Small Producer Relief duty to declare (v11),,,
Title/H1,Wine with Small Producer Relief duty to declare,"Gwin i’w ddatgan, sydd â tholl yn sgil Rhyddhad i Gynhyrchwyr Bach",
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
W4. Check your answers (v7),,,
Card heading,Wine to declare,Gwin i’w ddatgan,
Row heading,Selected Wine to declare,Gwin a ddewiswyd i’w ddatgan,
List item,Non-draught wine between 1.3% and 3.4% ABV (313),Gwin nad yw’n dod o’r gasgen rhwng 1.3% a 3.4% ABV (313),
List item,Non-draught wine between 3.5% and 8.4% ABV (323),Gwin nad yw’n dod o’r gasgen rhwng 3.5% ac 8.4% ABV (323),
List item,Non-draught wine between 8.5% and 22% ABV (333),Gwin nad yw’n dod o’r gasgen rhwng 8.5% a 22% ABV (333),
